,rid,time_dep,delay,day_of_week,weekend,day_segment,rush_hour,arrival_time
0,201901027627525,21600.0,0.0,2,0,1,1.0,0.0
1,201901027627735,73800.0,0.0,2,0,4,0.0,0.0
2,201901027628974,84540.0,0.0,2,0,4,0.0,900.0
3,201901027628976,81120.0,120.0,2,0,4,0.0,3900.0
4,201901027628978,77400.0,0.0,2,0,4,0.0,0.0
5,201901027628980,75540.0,0.0,2,0,4,0.0,0.0
6,201901027628983,71940.0,0.0,2,0,3,0.0,360.0
7,201901027628985,70200.0,0.0,2,0,3,0.0,0.0
8,201901027628987,68340.0,0.0,2,0,3,1.0,240.0
9,201901027628989,66600.0,0.0,2,0,3,1.0,0.0
10,201901027628991,65400.0,0.0,2,0,3,1.0,0.0
11,201901027628993,64260.0,60.0,2,0,3,1.0,300.0
12,201901027628995,63000.0,0.0,2,0,3,1.0,360.0
13,201901027628997,61380.0,60.0,2,0,3,1.0,0.0
14,201901027628999,61260.0,60.0,2,0,3,1.0,60.0
15,201901027629001,59340.0,0.0,2,0,3,1.0,0.0
16,201901027629003,57660.0,60.0,2,0,3,1.0,0.0
17,201901027629005,55740.0,0.0,2,0,3,0.0,300.0
18,201901027629009,52200.0,0.0,2,0,2,0.0,0.0
19,201901027629011,50340.0,0.0,2,0,2,0.0,60.0
20,201901027629013,48600.0,0.0,2,0,2,0.0,180.0
21,201901027629015,46800.0,0.0,2,0,2,0.0,0.0
22,201901027629017,45180.0,180.0,2,0,2,0.0,1080.0
23,201901027629019,44160.0,960.0,2,0,2,0.0,1380.0
24,201901027629021,43380.0,1980.0,2,0,2,0.0,1920.0
25,201901027629023,42120.0,2520.0,2,0,2,0.0,2940.0
26,201901027629025,40680.0,2880.0,2,0,2,0.0,3540.0
27,201901027629027,36300.0,300.0,2,0,2,0.0,4440.0
28,201901027629028,35160.0,960.0,2,0,1,0.0,1500.0
29,201901027629030,33600.0,1200.0,2,0,1,0.0,1140.0
30,201901027629032,30900.0,300.0,2,0,1,1.0,720.0
31,201901027629034,28680.0,180.0,2,0,1,1.0,60.0
32,201901027629035,27060.0,60.0,2,0,1,1.0,300.0
33,201901027629037,25200.0,0.0,2,0,1,1.0,180.0
34,201901027629039,23160.0,60.0,2,0,1,1.0,660.0
35,201901037627500,73920.0,120.0,3,0,4,0.0,660.0
36,201901037627729,21600.0,0.0,3,0,1,1.0,300.0
37,201901037628974,84600.0,0.0,3,0,4,0.0,0.0
38,201901037628976,80940.0,0.0,3,0,4,0.0,600.0
39,201901037628978,77520.0,120.0,3,0,4,0.0,480.0
40,201901037628980,75540.0,0.0,3,0,4,0.0,1080.0
41,201901037628983,72000.0,0.0,3,0,4,0.0,900.0
42,201901037628985,70200.0,0.0,3,0,3,0.0,660.0
43,201901037628987,68400.0,0.0,3,0,3,0.0,960.0
44,201901037628989,66720.0,120.0,3,0,3,1.0,660.0
45,201901037628991,65520.0,120.0,3,0,3,1.0,300.0
46,201901037628993,64320.0,120.0,3,0,3,1.0,180.0
47,201901037628995,63120.0,120.0,3,0,3,1.0,720.0
48,201901037628997,61380.0,60.0,3,0,3,1.0,600.0
49,201901037628999,61260.0,60.0,3,0,3,1.0,180.0
50,201901037629001,59400.0,0.0,3,0,3,1.0,240.0
51,201901037629003,57600.0,0.0,3,0,3,1.0,540.0
52,201901037629005,55800.0,0.0,3,0,3,0.0,660.0
53,201901037629007,54000.0,0.0,3,0,3,0.0,0.0
54,201901037629009,52140.0,0.0,3,0,2,0.0,0.0
55,201901037629011,50400.0,0.0,3,0,2,0.0,120.0
56,201901037629013,48600.0,0.0,3,0,2,0.0,0.0
57,201901037629015,46800.0,0.0,3,0,2,0.0,0.0
58,201901037629017,45000.0,0.0,3,0,2,0.0,360.0
59,201901037629019,43200.0,0.0,3,0,2,0.0,0.0
60,201901037629021,41400.0,0.0,3,0,2,0.0,480.0
61,201901037629023,39600.0,0.0,3,0,2,0.0,0.0
62,201901037629025,37860.0,60.0,3,0,2,0.0,0.0
63,201901037629027,36000.0,0.0,3,0,2,0.0,0.0
64,201901037629028,34320.0,120.0,3,0,1,0.0,0.0
65,201901037629030,32460.0,60.0,3,0,1,0.0,60.0
66,201901037629032,30540.0,0.0,3,0,1,1.0,60.0
67,201901037629034,28500.0,0.0,3,0,1,1.0,420.0
68,201901037629035,27000.0,0.0,3,0,1,1.0,1380.0
69,201901037629037,25200.0,0.0,3,0,1,1.0,900.0
70,201901037629039,23040.0,0.0,3,0,1,1.0,1200.0
71,201901047627500,73800.0,0.0,4,0,4,0.0,60.0
72,201901047627729,21540.0,0.0,4,0,1,1.0,180.0
73,201901047628974,84600.0,0.0,4,0,4,0.0,60.0
74,201901047628976,81000.0,0.0,4,0,4,0.0,0.0
75,201901047628978,77400.0,0.0,4,0,4,0.0,0.0
76,201901047628980,75540.0,0.0,4,0,4,0.0,180.0
77,201901047628983,72000.0,0.0,4,0,4,0.0,1020.0
78,201901047628985,70140.0,0.0,4,0,3,0.0,60.0
79,201901047628987,68340.0,0.0,4,0,3,1.0,60.0
80,201901047628989,66600.0,0.0,4,0,3,1.0,60.0
81,201901047628991,65460.0,60.0,4,0,3,1.0,60.0
82,201901047628993,64200.0,0.0,4,0,3,1.0,60.0
83,201901047628995,63060.0,60.0,4,0,3,1.0,0.0
84,201901047628997,61380.0,60.0,4,0,3,1.0,0.0
85,201901047628999,61260.0,60.0,4,0,3,1.0,0.0
86,201901047629001,59340.0,0.0,4,0,3,1.0,0.0
87,201901047629003,57540.0,0.0,4,0,3,0.0,60.0
88,201901047629005,55860.0,60.0,4,0,3,0.0,120.0
89,201901047629007,53940.0,0.0,4,0,2,0.0,0.0
90,201901047629009,52200.0,0.0,4,0,2,0.0,300.0
91,201901047629011,50340.0,0.0,4,0,2,0.0,300.0
92,201901047629013,48540.0,0.0,4,0,2,0.0,120.0
93,201901047629015,46800.0,0.0,4,0,2,0.0,180.0
94,201901047629017,45000.0,0.0,4,0,2,0.0,300.0
95,201901047629019,43140.0,0.0,4,0,2,0.0,0.0
96,201901047629021,41400.0,0.0,4,0,2,0.0,120.0
97,201901047629023,39540.0,0.0,4,0,2,0.0,0.0
98,201901047629025,37800.0,0.0,4,0,2,0.0,0.0
99,201901047629027,35940.0,0.0,4,0,1,0.0,0.0
100,201901047629028,34140.0,0.0,4,0,1,0.0,60.0
101,201901047629030,32340.0,0.0,4,0,1,1.0,0.0
102,201901047629032,30660.0,60.0,4,0,1,1.0,300.0
103,201901047629034,28620.0,120.0,4,0,1,1.0,0.0
104,201901047629035,26940.0,0.0,4,0,1,1.0,0.0
105,201901047629037,25260.0,60.0,4,0,1,1.0,480.0
106,201901047629039,23040.0,0.0,4,0,1,1.0,480.0
107,201901057627051,84600.0,0.0,5,1,4,0.0,0.0
108,201901057627053,80940.0,0.0,5,1,4,0.0,0.0
109,201901057627054,77340.0,0.0,5,1,4,0.0,0.0
110,201901057627056,73920.0,120.0,5,1,4,0.0,0.0
111,201901057627058,71940.0,0.0,5,1,3,0.0,0.0
112,201901057627060,70140.0,0.0,5,1,3,0.0,0.0
113,201901057627062,68400.0,0.0,5,1,3,0.0,0.0
114,201901057627064,66600.0,0.0,5,1,3,1.0,0.0
115,201901057627066,64740.0,0.0,5,1,3,1.0,0.0
116,201901057627069,62940.0,0.0,5,1,3,1.0,0.0
117,201901057627072,61200.0,0.0,5,1,3,1.0,300.0
118,201901057627074,59400.0,0.0,5,1,3,1.0,0.0
119,201901057627076,57540.0,0.0,5,1,3,0.0,60.0
120,201901057627078,55740.0,0.0,5,1,3,0.0,0.0
121,201901057627080,53940.0,0.0,5,1,2,0.0,0.0
122,201901057627082,52260.0,60.0,5,1,2,0.0,120.0
123,201901057627084,50340.0,0.0,5,1,2,0.0,120.0
124,201901057627086,48540.0,0.0,5,1,2,0.0,0.0
125,201901057627088,46740.0,0.0,5,1,2,0.0,0.0
126,201901057627090,44940.0,0.0,5,1,2,0.0,60.0
127,201901057627092,43140.0,0.0,5,1,2,0.0,180.0
128,201901057627094,41340.0,0.0,5,1,2,0.0,0.0
129,201901057627096,39600.0,0.0,5,1,2,0.0,0.0
130,201901057627098,37740.0,0.0,5,1,2,0.0,180.0
131,201901057627100,35940.0,0.0,5,1,1,0.0,0.0
132,201901057627101,34200.0,0.0,5,1,1,0.0,0.0
133,201901057627103,32640.0,240.0,5,1,1,0.0,0.0
134,201901057627105,30540.0,0.0,5,1,1,1.0,240.0
135,201901057627106,28740.0,0.0,5,1,1,1.0,0.0
136,201901057627107,26940.0,0.0,5,1,1,1.0,0.0
137,201901057627109,25140.0,0.0,5,1,1,1.0,120.0
138,201901057627111,23340.0,0.0,5,1,1,1.0,0.0
139,201901067625793,84540.0,0.0,6,1,4,0.0,0.0
140,201901067625795,80940.0,0.0,6,1,4,0.0,0.0
141,201901067625796,77340.0,0.0,6,1,4,0.0,180.0
142,201901067625798,73740.0,0.0,6,1,4,0.0,0.0
143,201901067625800,70500.0,300.0,6,1,3,0.0,360.0
144,201901067625802,68340.0,0.0,6,1,3,1.0,0.0
145,201901067625803,66540.0,0.0,6,1,3,1.0,0.0
146,201901067625807,62940.0,0.0,6,1,3,1.0,120.0
147,201901067625809,59340.0,0.0,6,1,3,1.0,0.0
148,201901067625811,55740.0,0.0,6,1,3,0.0,0.0
149,201901067625813,52140.0,0.0,6,1,2,0.0,0.0
150,201901067625815,48540.0,0.0,6,1,2,0.0,0.0
151,201901067625817,44940.0,0.0,6,1,2,0.0,0.0
152,201901067625819,41340.0,0.0,6,1,2,0.0,0.0
153,201901067625821,37740.0,0.0,6,1,2,0.0,300.0
154,201901067625823,34200.0,0.0,6,1,1,0.0,420.0
155,201901067625825,30600.0,0.0,6,1,1,1.0,0.0
156,201901077627729,21600.0,0.0,0,0,1,1.0,180.0
157,201901077627735,73800.0,0.0,0,0,4,0.0,540.0
158,201901077628974,84600.0,0.0,0,0,4,0.0,0.0
159,201901077628976,81000.0,0.0,0,0,4,0.0,120.0
160,201901077628978,77340.0,0.0,0,0,4,0.0,180.0
161,201901077628980,75540.0,0.0,0,0,4,0.0,60.0
162,201901077628983,72000.0,0.0,0,0,4,0.0,1320.0
163,201901077628985,70140.0,0.0,0,0,3,0.0,60.0
164,201901077628987,68400.0,0.0,0,0,3,0.0,300.0
165,201901077628989,66540.0,0.0,0,0,3,1.0,240.0
166,201901077628991,65400.0,0.0,0,0,3,1.0,0.0
167,201901077628993,64200.0,0.0,0,0,3,1.0,0.0
168,201901077628995,63060.0,60.0,0,0,3,1.0,0.0
169,201901077628997,61320.0,0.0,0,0,3,1.0,180.0
170,201901077628999,61140.0,0.0,0,0,3,1.0,60.0
171,201901077629001,59400.0,0.0,0,0,3,1.0,0.0
172,201901077629003,57600.0,0.0,0,0,3,1.0,0.0
173,201901077629005,55800.0,0.0,0,0,3,0.0,780.0
174,201901077629007,53940.0,0.0,0,0,2,0.0,0.0
175,201901077629009,52140.0,0.0,0,0,2,0.0,120.0
176,201901077629011,50460.0,60.0,0,0,2,0.0,60.0
177,201901077629013,48600.0,0.0,0,0,2,0.0,480.0
178,201901077629015,46800.0,0.0,0,0,2,0.0,480.0
179,201901077629017,45000.0,0.0,0,0,2,0.0,240.0
180,201901077629019,43260.0,60.0,0,0,2,0.0,120.0
181,201901077629021,41340.0,0.0,0,0,2,0.0,300.0
182,201901077629023,39660.0,60.0,0,0,2,0.0,120.0
183,201901077629025,37860.0,60.0,0,0,2,0.0,240.0
184,201901077629027,36000.0,0.0,0,0,2,0.0,0.0
185,201901077629028,34680.0,480.0,0,0,1,0.0,420.0
186,201901077629030,32880.0,480.0,0,0,1,0.0,120.0
187,201901077629032,30840.0,240.0,0,0,1,1.0,540.0
188,201901077629034,28620.0,120.0,0,0,1,1.0,300.0
189,201901077629035,27000.0,0.0,0,0,1,1.0,0.0
190,201901077629037,25320.0,120.0,0,0,1,1.0,0.0
191,201901077629039,23100.0,0.0,0,0,1,1.0,0.0
192,201901087627729,21540.0,0.0,1,0,1,1.0,0.0
193,201901087627735,73740.0,0.0,1,0,4,0.0,0.0
194,201901087628974,84600.0,0.0,1,0,4,0.0,0.0
195,201901087628976,81000.0,0.0,1,0,4,0.0,0.0
196,201901087628978,77340.0,0.0,1,0,4,0.0,0.0
197,201901087628980,75600.0,0.0,1,0,4,0.0,0.0
198,201901087628983,72000.0,0.0,1,0,4,0.0,0.0
199,201901087628985,70200.0,0.0,1,0,3,0.0,60.0
200,201901087628987,68400.0,0.0,1,0,3,0.0,180.0
201,201901087628989,66600.0,0.0,1,0,3,1.0,360.0
202,201901087628991,65580.0,180.0,1,0,3,1.0,0.0
203,201901087628993,64200.0,0.0,1,0,3,1.0,0.0
204,201901087628995,63000.0,0.0,1,0,3,1.0,300.0
205,201901087628997,61440.0,120.0,1,0,3,1.0,0.0
206,201901087628999,61320.0,120.0,1,0,3,1.0,120.0
207,201901087629001,59400.0,0.0,1,0,3,1.0,0.0
208,201901087629003,57600.0,0.0,1,0,3,1.0,120.0
209,201901087629005,55800.0,0.0,1,0,3,0.0,480.0
210,201901087629007,54060.0,60.0,1,0,3,0.0,0.0
211,201901087629009,52200.0,0.0,1,0,2,0.0,60.0
212,201901087629011,50400.0,0.0,1,0,2,0.0,0.0
213,201901087629013,48600.0,0.0,1,0,2,0.0,300.0
214,201901087629015,46860.0,60.0,1,0,2,0.0,420.0
215,201901087629017,45060.0,60.0,1,0,2,0.0,120.0
216,201901087629019,43200.0,0.0,1,0,2,0.0,0.0
217,201901087629021,41340.0,0.0,1,0,2,0.0,240.0
218,201901087629023,39660.0,60.0,1,0,2,0.0,0.0
219,201901087629025,37740.0,0.0,1,0,2,0.0,0.0
220,201901087629027,35940.0,0.0,1,0,1,0.0,0.0
221,201901087629028,34380.0,180.0,1,0,1,0.0,60.0
222,201901087629030,32520.0,120.0,1,0,1,0.0,120.0
223,201901087629032,30840.0,240.0,1,0,1,1.0,120.0
224,201901087629034,28560.0,60.0,1,0,1,1.0,0.0
225,201901087629035,27000.0,0.0,1,0,1,1.0,120.0
226,201901087629037,25140.0,0.0,1,0,1,1.0,0.0
227,201901087629039,23100.0,0.0,1,0,1,1.0,480.0
228,201901097627525,21660.0,60.0,2,0,1,1.0,420.0
229,201901097628974,84600.0,0.0,2,0,4,0.0,0.0
230,201901097628976,81720.0,720.0,2,0,4,0.0,3000.0
231,201901097628980,77100.0,1500.0,2,0,4,0.0,0.0
232,201901097628983,71940.0,0.0,2,0,3,0.0,6720.0
233,201901097628985,70200.0,0.0,2,0,3,0.0,4560.0
234,201901097628987,68400.0,0.0,2,0,3,0.0,3840.0
235,201901097628989,66720.0,120.0,2,0,3,1.0,2400.0
236,201901097628991,65460.0,60.0,2,0,3,1.0,1020.0
237,201901097628993,64260.0,60.0,2,0,3,1.0,0.0
238,201901097628995,63000.0,0.0,2,0,3,1.0,60.0
239,201901097628997,61320.0,0.0,2,0,3,1.0,60.0
240,201901097628999,61200.0,0.0,2,0,3,1.0,0.0
241,201901097629001,59340.0,0.0,2,0,3,1.0,0.0
242,201901097629003,57660.0,60.0,2,0,3,1.0,540.0
243,201901097629005,55800.0,0.0,2,0,3,0.0,240.0
244,201901097629007,54000.0,0.0,2,0,3,0.0,0.0
245,201901097629009,52200.0,0.0,2,0,2,0.0,120.0
246,201901097629011,50340.0,0.0,2,0,2,0.0,60.0
247,201901097629013,48600.0,0.0,2,0,2,0.0,120.0
248,201901097629015,46800.0,0.0,2,0,2,0.0,300.0
249,201901097629017,44940.0,0.0,2,0,2,0.0,0.0
250,201901097629019,43200.0,0.0,2,0,2,0.0,0.0
251,201901097629021,41400.0,0.0,2,0,2,0.0,180.0
252,201901097629023,39540.0,0.0,2,0,2,0.0,0.0
253,201901097629025,37800.0,0.0,2,0,2,0.0,0.0
254,201901097629027,35940.0,0.0,2,0,1,0.0,0.0
255,201901097629028,34260.0,60.0,2,0,1,0.0,0.0
256,201901097629030,32460.0,60.0,2,0,1,0.0,0.0
257,201901097629032,30600.0,0.0,2,0,1,1.0,0.0
258,201901097629034,28500.0,0.0,2,0,1,1.0,300.0
259,201901097629035,27000.0,0.0,2,0,1,1.0,0.0
260,201901097629037,25260.0,60.0,2,0,1,1.0,240.0
261,201901097629039,23100.0,0.0,2,0,1,1.0,480.0
262,201901107627500,73740.0,0.0,3,0,4,0.0,540.0
263,201901107627729,21600.0,0.0,3,0,1,1.0,240.0
264,201901107628974,84540.0,0.0,3,0,4,0.0,0.0
265,201901107628976,81000.0,0.0,3,0,4,0.0,120.0
266,201901107628978,77760.0,360.0,3,0,4,0.0,0.0
267,201901107628980,75540.0,0.0,3,0,4,0.0,240.0
268,201901107628983,72060.0,60.0,3,0,4,0.0,60.0
269,201901107628985,70200.0,0.0,3,0,3,0.0,60.0
270,201901107628987,68340.0,0.0,3,0,3,1.0,180.0
271,201901107628989,66600.0,0.0,3,0,3,1.0,840.0
272,201901107628991,65400.0,0.0,3,0,3,1.0,0.0
273,201901107628993,64260.0,60.0,3,0,3,1.0,240.0
274,201901107628995,63060.0,60.0,3,0,3,1.0,180.0
275,201901107628997,61320.0,0.0,3,0,3,1.0,0.0
276,201901107628999,61200.0,0.0,3,0,3,1.0,0.0
277,201901107629001,59400.0,0.0,3,0,3,1.0,0.0
278,201901107629003,57540.0,0.0,3,0,3,0.0,360.0
279,201901107629005,55800.0,0.0,3,0,3,0.0,420.0
280,201901107629009,52200.0,0.0,3,0,2,0.0,600.0
281,201901107629011,50400.0,0.0,3,0,2,0.0,300.0
282,201901107629017,45000.0,0.0,3,0,2,0.0,540.0
283,201901107629030,32580.0,180.0,3,0,1,0.0,1140.0
284,201901107629034,28740.0,240.0,3,0,1,1.0,1440.0
285,201901107629035,27060.0,60.0,3,0,1,1.0,300.0
286,201901107629037,25200.0,0.0,3,0,1,1.0,300.0
287,201901107629039,23100.0,0.0,3,0,1,1.0,960.0
288,201901107906366,42720.0,420.0,3,0,2,0.0,1440.0
289,201901117627500,73800.0,0.0,4,0,4,0.0,480.0
290,201901117627729,21600.0,0.0,4,0,1,1.0,120.0
291,201901117628974,84600.0,0.0,4,0,4,0.0,0.0
292,201901117628976,80940.0,0.0,4,0,4,0.0,0.0
293,201901117628978,77340.0,0.0,4,0,4,0.0,0.0
294,201901117628980,75540.0,0.0,4,0,4,0.0,540.0
295,201901117628983,71940.0,0.0,4,0,3,0.0,0.0
296,201901117628985,70200.0,0.0,4,0,3,0.0,60.0
297,201901117628987,68340.0,0.0,4,0,3,1.0,240.0
298,201901117628989,66600.0,0.0,4,0,3,1.0,180.0
299,201901117628991,65400.0,0.0,4,0,3,1.0,0.0
300,201901117628993,64260.0,60.0,4,0,3,1.0,0.0
301,201901117628995,63000.0,0.0,4,0,3,1.0,120.0
302,201901117628997,61320.0,0.0,4,0,3,1.0,0.0
303,201901117628999,61200.0,0.0,4,0,3,1.0,0.0
304,201901117629001,59400.0,0.0,4,0,3,1.0,0.0
305,201901117629003,57600.0,0.0,4,0,3,1.0,960.0
306,201901117629005,55800.0,0.0,4,0,3,0.0,60.0
307,201901117629007,53940.0,0.0,4,0,2,0.0,0.0
308,201901117629009,52200.0,0.0,4,0,2,0.0,0.0
309,201901117629011,50460.0,60.0,4,0,2,0.0,240.0
310,201901117629015,46800.0,0.0,4,0,2,0.0,300.0
311,201901117629017,44940.0,0.0,4,0,2,0.0,60.0
312,201901117629019,43200.0,0.0,4,0,2,0.0,60.0
313,201901117629021,41400.0,0.0,4,0,2,0.0,120.0
314,201901117629023,39600.0,0.0,4,0,2,0.0,240.0
315,201901117629025,37800.0,0.0,4,0,2,0.0,0.0
316,201901117629027,36000.0,0.0,4,0,2,0.0,0.0
317,201901117629028,34140.0,0.0,4,0,1,0.0,0.0
318,201901117629030,32400.0,0.0,4,0,1,1.0,0.0
319,201901117629032,30540.0,0.0,4,0,1,1.0,0.0
320,201901117629034,28560.0,60.0,4,0,1,1.0,0.0
321,201901117629035,27000.0,0.0,4,0,1,1.0,0.0
322,201901117629037,25140.0,0.0,4,0,1,1.0,0.0
323,201901117629039,23100.0,0.0,4,0,1,1.0,600.0
324,201901127627051,84540.0,0.0,5,1,4,0.0,0.0
325,201901127627053,81000.0,0.0,5,1,4,0.0,0.0
326,201901127627054,78420.0,1020.0,5,1,4,0.0,540.0
327,201901127627056,73740.0,0.0,5,1,4,0.0,120.0
328,201901127627058,71940.0,0.0,5,1,3,0.0,0.0
329,201901127627060,70140.0,0.0,5,1,3,0.0,0.0
330,201901127627062,68340.0,0.0,5,1,3,1.0,1680.0
331,201901127627064,66600.0,0.0,5,1,3,1.0,2520.0
332,201901127627066,64800.0,0.0,5,1,3,1.0,60.0
333,201901127627069,63000.0,0.0,5,1,3,1.0,660.0
334,201901127627072,61140.0,0.0,5,1,3,1.0,0.0
335,201901127627074,59400.0,0.0,5,1,3,1.0,120.0
336,201901127627076,57540.0,0.0,5,1,3,0.0,480.0
337,201901127627078,55740.0,0.0,5,1,3,0.0,0.0
338,201901127627080,54000.0,0.0,5,1,3,0.0,0.0
339,201901127627082,52140.0,0.0,5,1,2,0.0,480.0
340,201901127627084,50340.0,0.0,5,1,2,0.0,120.0
341,201901127627086,48600.0,0.0,5,1,2,0.0,0.0
342,201901127627088,46800.0,0.0,5,1,2,0.0,180.0
343,201901127627090,45000.0,0.0,5,1,2,0.0,180.0
344,201901127627092,43140.0,0.0,5,1,2,0.0,0.0
345,201901127627094,41400.0,0.0,5,1,2,0.0,0.0
346,201901127627096,39540.0,0.0,5,1,2,0.0,0.0
347,201901127627098,37800.0,0.0,5,1,2,0.0,0.0
348,201901127627100,35940.0,0.0,5,1,1,0.0,0.0
349,201901127627101,34200.0,0.0,5,1,1,0.0,0.0
350,201901127627103,32340.0,0.0,5,1,1,1.0,0.0
351,201901127627105,30540.0,0.0,5,1,1,1.0,0.0
352,201901127627106,28740.0,0.0,5,1,1,1.0,0.0
353,201901127627107,26940.0,0.0,5,1,1,1.0,0.0
354,201901127627109,25200.0,0.0,5,1,1,1.0,0.0
355,201901127627111,23340.0,0.0,5,1,1,1.0,0.0
356,201901147627729,21540.0,0.0,0,0,1,1.0,0.0
357,201901147627735,73740.0,0.0,0,0,4,0.0,180.0
358,201901147628974,84660.0,60.0,0,0,4,0.0,0.0
359,201901147628976,81000.0,0.0,0,0,4,0.0,540.0
360,201901147628978,77340.0,0.0,0,0,4,0.0,0.0
361,201901147628980,75600.0,0.0,0,0,4,0.0,480.0
362,201901147628983,72000.0,0.0,0,0,4,0.0,60.0
363,201901147628985,70200.0,0.0,0,0,3,0.0,0.0
364,201901147628987,68400.0,0.0,0,0,3,0.0,60.0
365,201901147628989,66600.0,0.0,0,0,3,1.0,0.0
366,201901147628991,65400.0,0.0,0,0,3,1.0,180.0
367,201901147628993,64140.0,0.0,0,0,3,1.0,0.0
368,201901147628995,63060.0,60.0,0,0,3,1.0,420.0
369,201901147628997,61320.0,0.0,0,0,3,1.0,0.0
370,201901147628999,61440.0,240.0,0,0,3,1.0,180.0
371,201901147629001,59400.0,0.0,0,0,3,1.0,240.0
372,201901147629003,57600.0,0.0,0,0,3,1.0,120.0
373,201901147629005,55800.0,0.0,0,0,3,0.0,120.0
374,201901147629007,54000.0,0.0,0,0,3,0.0,0.0
375,201901147629009,52200.0,0.0,0,0,2,0.0,0.0
376,201901147629011,50400.0,0.0,0,0,2,0.0,120.0
377,201901147629013,48600.0,0.0,0,0,2,0.0,60.0
378,201901147629015,46740.0,0.0,0,0,2,0.0,180.0
379,201901147629017,45000.0,0.0,0,0,2,0.0,1080.0
380,201901147629019,44160.0,960.0,0,0,2,0.0,960.0
381,201901147629021,41400.0,0.0,0,0,2,0.0,240.0
382,201901147629023,39540.0,0.0,0,0,2,0.0,0.0
383,201901147629025,37800.0,0.0,0,0,2,0.0,0.0
384,201901147629027,35940.0,0.0,0,0,1,0.0,0.0
385,201901147629028,34200.0,0.0,0,0,1,0.0,0.0
386,201901147629030,32400.0,0.0,0,0,1,1.0,0.0
387,201901147629032,30540.0,0.0,0,0,1,1.0,480.0
388,201901147629034,28560.0,60.0,0,0,1,1.0,0.0
389,201901147629035,27000.0,0.0,0,0,1,1.0,0.0
390,201901147629037,25200.0,0.0,0,0,1,1.0,0.0
391,201901147629039,23100.0,0.0,0,0,1,1.0,0.0
392,201901157627729,21600.0,0.0,1,0,1,1.0,60.0
393,201901157627735,73800.0,0.0,1,0,4,0.0,0.0
394,201901157628974,84600.0,0.0,1,0,4,0.0,0.0
395,201901157628976,81000.0,0.0,1,0,4,0.0,180.0
396,201901157628978,77400.0,0.0,1,0,4,0.0,0.0
397,201901157628980,75600.0,0.0,1,0,4,0.0,420.0
398,201901157628983,72000.0,0.0,1,0,4,0.0,540.0
399,201901157628985,70140.0,0.0,1,0,3,0.0,60.0
400,201901157628987,68400.0,0.0,1,0,3,0.0,120.0
401,201901157628989,66600.0,0.0,1,0,3,1.0,0.0
402,201901157628991,65400.0,0.0,1,0,3,1.0,60.0
403,201901157628993,64200.0,0.0,1,0,3,1.0,0.0
404,201901157628995,63060.0,60.0,1,0,3,1.0,180.0
405,201901157628997,61320.0,0.0,1,0,3,1.0,0.0
406,201901157628999,61200.0,0.0,1,0,3,1.0,0.0
407,201901157629001,59400.0,0.0,1,0,3,1.0,0.0
408,201901157629003,57600.0,0.0,1,0,3,1.0,420.0
409,201901157629005,55800.0,0.0,1,0,3,0.0,0.0
410,201901157629007,54000.0,0.0,1,0,3,0.0,360.0
411,201901157629009,52140.0,0.0,1,0,2,0.0,60.0
412,201901157629011,50340.0,0.0,1,0,2,0.0,0.0
413,201901157629013,48540.0,0.0,1,0,2,0.0,0.0
414,201901157629015,46740.0,0.0,1,0,2,0.0,180.0
415,201901157629017,45000.0,0.0,1,0,2,0.0,120.0
416,201901157629019,43200.0,0.0,1,0,2,0.0,0.0
417,201901157629021,41340.0,0.0,1,0,2,0.0,120.0
418,201901157629023,39540.0,0.0,1,0,2,0.0,0.0
419,201901157629025,37800.0,0.0,1,0,2,0.0,0.0
420,201901157629027,36000.0,0.0,1,0,2,0.0,0.0
421,201901157629028,34200.0,0.0,1,0,1,0.0,0.0
422,201901157629030,32400.0,0.0,1,0,1,1.0,0.0
423,201901157629032,30540.0,0.0,1,0,1,1.0,0.0
424,201901157629034,28500.0,0.0,1,0,1,1.0,0.0
425,201901157629035,27000.0,0.0,1,0,1,1.0,60.0
426,201901157629037,25200.0,0.0,1,0,1,1.0,0.0
427,201901157629039,23100.0,0.0,1,0,1,1.0,60.0
428,201901167627525,21540.0,0.0,2,0,1,1.0,120.0
429,201901167627735,73740.0,0.0,2,0,4,0.0,0.0
430,201901167628976,80940.0,0.0,2,0,4,0.0,60.0
431,201901167628978,77520.0,120.0,2,0,4,0.0,120.0
432,201901167628980,75660.0,60.0,2,0,4,0.0,60.0
433,201901167628983,72000.0,0.0,2,0,4,0.0,540.0
434,201901167628985,70140.0,0.0,2,0,3,0.0,0.0
435,201901167628987,68400.0,0.0,2,0,3,0.0,120.0
436,201901167628991,65400.0,0.0,2,0,3,1.0,0.0
437,201901167628993,64200.0,0.0,2,0,3,1.0,60.0
438,201901167628995,63060.0,60.0,2,0,3,1.0,180.0
439,201901167628997,61320.0,0.0,2,0,3,1.0,0.0
440,201901167628999,61200.0,0.0,2,0,3,1.0,60.0
441,201901167629001,59400.0,0.0,2,0,3,1.0,0.0
442,201901167629003,57600.0,0.0,2,0,3,1.0,180.0
443,201901167629005,55740.0,0.0,2,0,3,0.0,0.0
444,201901167629007,54000.0,0.0,2,0,3,0.0,0.0
445,201901167629009,52200.0,0.0,2,0,2,0.0,0.0
446,201901167629011,50340.0,0.0,2,0,2,0.0,120.0
447,201901167629013,48600.0,0.0,2,0,2,0.0,660.0
448,201901167629015,46740.0,0.0,2,0,2,0.0,120.0
